   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: GURUE

   Coordinates:

   Latitude =15DEG28'S

   Longitude =36DEG59'E

   Elevation = 734

   WMO Identifier: No WMO index

   Year 1983

   +------------------------------------------------------------------------+
   |     DATE |      JAN |  F |      FEB |  F |      MAR |  F |     APR | F |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        1 |     2428 |  0 |        - |  2 |     2156 |  0 |    2261 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        2 |        - |  2 |        - |  2 |     2022 |  0 |    2039 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        3 |        - |  2 |        - |  2 |     1520 |  0 |    2085 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        4 |        - |  2 |     1834 |  0 |     1595 |  0 |    2039 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        5 |        - |  2 |     1738 |  0 |     2131 |  0 |    2077 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        6 |     1616 |  0 |        - |  2 |     1248 |  0 |    1893 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        7 |     2479 |  0 |        - |  2 |     1901 |  0 |     888 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        8 |     2655 |  0 |        - |  2 |     2244 |  0 |    1390 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        9 |     2797 |  0 |     1427 |  0 |     1675 |  0 |    1302 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       10 |        - |  2 |     1645 |  0 |     2244 |  0 |    2278 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       11 |        - |  2 |      904 |  0 |     1775 |  0 |    2420 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       12 |        - |  2 |     2031 |  0 |     1675 |  0 |    1960 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       13 |     2311 |  0 |        - |  2 |     2437 |  0 |    2022 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       14 |        - |  2 |     1859 |  0 |     1587 |  0 |    1675 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       15 |        - |  2 |        - |  2 |     1587 |  0 |    1759 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       16 |     2131 |  0 |        - |  2 |     2320 |  0 |    2152 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       17 |     1821 |  0 |        - |  2 |     2726 |  0 |    2152 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       18 |        - |  2 |     1252 |  0 |     2156 |  0 |    2294 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       19 |     2119 |  0 |        - |  2 |     2571 |  0 |    2169 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       20 |     2169 |  0 |     2361 |  0 |     2772 |  0 |    1700 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       21 |     2562 |  0 |        - |  2 |     2571 |  0 |     829 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       22 |        - |  2 |     2035 |  0 |     2449 |  0 |    1248 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       23 |        - |  2 |     2562 |  0 |     2315 |  0 |    1704 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       24 |        - |  2 |        - |  2 |     2244 |  0 |    1721 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       25 |        - |  2 |        - |  2 |     2889 |  0 |    1537 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       26 |        - |  2 |        - |  2 |     2835 |  0 |    1599 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       27 |     1821 |  0 |     2232 |  0 |     1817 |  0 |    1763 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       28 |     2508 |  0 |     1922 |  0 |     1637 |  0 |    1604 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       29 |        - |  2 |        - |  - |     2022 |  0 |    1951 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       30 |        - |  2 |        - |  - |     2361 |  0 |    1788 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       31 |        - |  2 |        - |  - |     2089 |  0 |       - | - |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |      SUM |        - |  2 |        - |  2 |    65571 |  0 |   54299 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |     MEAN |        - |  2 |        - |  2 |     2115 |  0 |    1810 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
