   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: MOCUBA

   Coordinates:

   Latitude =16DEG50'S

   Longitude =36DEG59'E

   Elevation = 134

   WMO Identifier: 67265

   Year 1975

+--------------------------------------------------------------------------------------------+
|DATE|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 1709|0| 2656|0| 1566|0| 2002|0| 1086|0|  627|0| 1808|0| 1782|0| 1865|0| 2790|0| 2540|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 1972|0| 2224|0| 2180|0| 1955|0| 1440|0| 1272|0| 1903|0| 1982|0| 2194|0| 2639|0| 2782|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 2327|0| 2184|0| 2271|0| 1860|0| 1588|0| 1705|0|  943|0| 2215|0| 2259|0| 2790|0| 1998|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 2695|0| 2535|0| 1268|0| 2124|0| 1138|0| 1618|0| 1514|0| 2099|0|  952|0| 2661|0|  666|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 2825|0| 2059|0| 1480|0| 2120|0| 1626|0| 1743|0| 1349|0| 2215|0| 1968|0| 2574|0|  995|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 2453|0| 2241|0| 1428|0| 1968|0|  987|0| 1371|0| 1359|0| 2089|0| 2020|0| 2029|0| 1895|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7| 2285|0| 1670|0| 1796|0| 1998|0| 1333|0|  952|0| 1657|0| 1796|0| 2405|0| 2661|0| 2868|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8| 2829|0| 2146|0| 1505|0| 2016|0| 1791|0| 1761|0| 1393|0| 2206|0| 2566|0| 2795|0| 2591|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9| 2817|0| 2453|0| 1630|0| 2012|0| 1345|0| 1769|0| 1250|0| 1406|0| 2665|0| 2691|0| 2370|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  10| 2682|0| 2263|0| 1955|0| 2012|0| 1410|0|  918|0| 1385|0| 1938|0| 2410|0| 2908|0| 2362|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  11| 2738|0| 2202|0| 2089|0| 1951|0| 1359|0| 1280|0| 1549|0| 2259|0| 1990|0| 2029|0| 2453|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  12| 1367|0| 2146|0| 2344|0| 1951|0| 1064|0| 1553|0| 1618|0| 2285|0| 2747|0| 2730|0| 2591|0|
