   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: MOROGORO

   Coordinates:

   Latitude =6DEG50'S

   Longitude =37DEG39'E

   Elevation = 526

   WMO Identifier: 63866

   Year 1971

+--------------------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 2135|0|  699|0| 2022|0| 1285|0| 1294|0| 1587|0| 1327|0| 1595|0| 1377|0| 1336|0| 1779|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 1918|0| 1465|0| 1851|0| 1327|0| 1491|0| 1315|0| 1482|0| 1181|0| 1398|0| 1465|0| 1700|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 2031|0| 1022|0| 1989|0| 1377|0| 1562|0| 1562|0| 1369|0| 1633|0| 1675|0| 1700|0| 2181|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 1675|0|  892|0| 1876|0| 1310|0| 1428|0| 1256|0| 1616|0| 1771|0| 1771|0| 1658|0| 2135|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 1746|0| 1398|0| 1729|0| 1465|0| 1729|0| 1239|0| 1553|0| 1892|0| 1708|0| 1913|0| 1918|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 1465|0| 1537|0| 1955|0| 1327|0| 1516|0| 1415|0| 1352|0| 1570|0| 1587|0| 1964|0| 2005|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7| 1867|0| 1892|0| 1570|0| 1746|0|  787|0| 1595|0| 1285|0| 1658|0| 1658|0| 1361|0| 2047|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8| 1955|0| 1805|0| 1520|0| 1110|0| 1093|0| 1700|0| 1440|0| 1562|0| 1796|0| 1834|0| 1838|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9| 2005|0| 1641|0|  862|0| 1336|0| 1264|0| 1377|0| 1624|0| 1553|0| 1876|0| 1771|0| 1968|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  10| 1859|0| 1398|0| 1624|0| 1482|0| 1570|0| 1633|0| 1570|0| 1369|0| 1310|0| 1633|0| 2135|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
