   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: NAMIBIA

   Station: KEETMANSHOOP

   Coordinates:

   Latitude =26DEG34'S

   Longitude =18DEG07'E

   Elevation = 1064

   WMO Identifier: 68312

   Year 1968

+-----------------------------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|   DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|   1| 3336|0| 3148|0| 1611|0| 2428|0| 1754|0| 1268|0| 1381|0| 1783|0| 2047|0| 2001|0| 3064|0|     -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|   2| 3240|0| 3232|0| 2390|0| 2411|0| 1745|0| 1762|0| 1264|0| 1888|0| 2260|0| 2658|0| 2315|0|     -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|   3| 3286|0| 3236|0| 1925|0| 2373|0| 1787|0| 1771|0|    -|2| 1888|0| 2227|0| 2687|0| 2750|0|     -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|   4| 3378|0| 3198|0| 1515|0| 2419|0| 1858|0| 1712|0| 1603|0| 1637|0| 2290|0| 2729|0| 2897|0|     -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|   5| 3320|0| 2943|0| 2160|0| 2386|0| 1879|0|  841|0| 1628|0| 1800|0| 2269|0| 2742|0| 2989|0|     -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|   6| 2608|0| 2394|0| 2767|0| 2415|0| 1825|0| 1565|0| 1641|0| 1712|0| 2055|0| 2181|0| 2859|0|     -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|   7| 2817|0| 2951|0| 1561|0| 2202|0| 1817|0| 1415|0| 1482|0| 1766|0| 2361|0| 2478|0| 2930|0|     -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|   8| 2269|0| 3014|0| 2692|0| 1976|0| 1775|0| 1457|0| 1557|0| 1930|0| 2419|0| 2591|0| 1285|0|  3248|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|   9| 3244|0| 3102|0| 2541|0| 2177|0| 1055|0| 1666|0| 1653|0| 1967|0| 2428|0| 2239|0| 2905|0|  3219|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  10| 3341|0| 2863|0| 2365|0| 2219|0| 1666|0| 1670|0| 1557|0| 1976|0| 2277|0| 2788|0| 2821|0|  3248|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  11| 3366|0| 3001|0| 1997|0| 2156|0| 1750|0| 1549|0| 1168|0| 1733|0| 2143|0| 2851|0| 2177|0|  3248|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  12| 3416|0| 3027|0| 2072|0| 2193|0| 1666|0| 1729|0| 1511|0| 1913|0| 2352|0| 2867|0| 2704|0|  3311|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  13| 3353|0| 3027|0| 2633|0| 2101|0| 1570|0| 1657|0| 1486|0| 1904|0| 2482|0| 2817|0| 2612|0|  3290|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  14| 3341|0| 3006|0| 2382|0| 1925|0| 1214|0| 1691|0| 1503|0| 1879|0| 2411|0| 2516|0| 3169|0|  3303|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  15| 3261|0| 3006|0| 2026|0| 2068|0|  535|0| 1695|0| 1532|0| 1938|0| 2365|0| 2453|0| 3257|0|  3332|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  16| 3303|0| 3077|0| 2474|0| 2143|0| 1423|0| 1632|0| 1582|0| 1959|0| 2369|0| 2457|0| 3152|0|  3274|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  17| 3336|0| 3114|0| 2583|0| 1984|0| 1440|0| 1603|0| 1557|0| 1825|0| 2499|0| 2817|0| 3244|0|  3320|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  18| 3324|0| 3073|0| 2616|0| 2076|0| 1674|0| 1515|0| 1385|0| 1611|0| 2315|0| 2725|0| 2951|0|  3370|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  19| 3295|0| 3043|0| 1942|0| 2080|0| 1657|0| 1574|0| 1662|0| 1842|0| 2541|0| 2884|0| 3035|0|  3269|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  20| 3215|0| 3010|0| 2340|0| 2051|0| 1339|0| 1603|0| 1737|0| 1967|0| 2327|0| 2646|0| 2859|0|  3190|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  21| 3274|0| 3014|0| 1327|0| 2059|0| 1486|0| 1578|0| 1632|0| 2118|0| 2315|0| 1808|0| 2897|0|  2867|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  22| 3261|0| 3001|0| 2198|0| 2080|0| 1536|0| 1561|0| 1515|0| 2005|0| 2327|0| 1745|0| 2415|0|  2411|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  23| 3282|0| 2951|0| 1838|0| 2080|0| 1536|0| 1431|0| 1486|0| 2126|0| 2252|0| 2909|0| 3307|0|  3282|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  24| 3282|0| 2943|0| 2139|0| 2072|0| 1515|0| 1377|0| 1632|0| 2202|0| 2227|0| 2880|0| 3064|0|  3341|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  25| 3177|0| 2901|0| 2419|0|    -|2| 1603|0| 1272|0| 1704|0| 2135|0| 2482|0| 2939|0| 3311|0|  3357|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  26| 3324|0| 2859|0| 2168|0| 2030|0| 1549|0| 1302|0| 1712|0| 1766|0| 2135|0| 3056|0|    -|2|  3357|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  27| 3311|0| 2859|0| 2168|0| 1980|0| 1670|0| 1189|0| 1758|0| 1352|0| 2206|0| 3035|0|    -|2|  3454|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  28| 3077|0| 2775|0| 1879|0| 1934|0| 1624|0| 1268|0| 1620|0| 2030|0| 2491|0| 2888|0|    -|2|  3366|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  29| 2800|0| 1653|0| 2034|0| 1858|0| 1565|0|  870|0| 1683|0| 2156|0| 2616|0| 3064|0|    -|2|  3286|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  30| 1892|0|    -|-|    -|2| 1896|0| 1632|0| 1457|0| 1729|0| 2147|0| 2658|0| 3106|0|    -|2|  3265|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|  31| 2202|0|    -|-| 2214|0|    -|-| 1641|0|    -|-| 1796|0| 1846|0|    -|-| 2972|0|    -|-|  3345|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
| SUM|96906|0|85405|0|67115|0|63900|0|48763|0|44670|0|48701|0|58776|0|70140|0|82522|0|85140|1|100688|1|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+------+-|
|MEAN| 3126|0| 2945|0| 2165|0| 2130|0| 1573|0| 1489|0| 1571|0| 1896|0| 2338|0| 2662|0| 2838|1|  3248|1|
+-----------------------------------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
