   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: QUELIMANE

   Coordinates:

   Latitude =17DEG53'S

   Longitude =36DEG53'E

   Elevation = 6

   WMO Identifier: 67283

   Year 2010

   +------------------------------------------------------------------------+
   |  DATE |    AUG | F |    SEP | F |    OCT | F |    NOV | F |    DEC | F |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     1 |      - | 2 |   2104 | 0 |   2291 | 0 |   2528 | 0 |   2087 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     2 |      - | 2 |   2190 | 0 |   2166 | 0 |   2497 | 0 |   2288 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     3 |      - | 2 |   1879 | 0 |   2067 | 0 |   2492 | 0 |   2727 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     4 |   1849 | 0 |   1841 | 0 |   2352 | 0 |   1889 | 0 |   2607 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     5 |    963 | 0 |   2088 | 0 |   2204 | 0 |   1577 | 0 |   1905 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     6 |   1348 | 0 |   2019 | 0 |   2106 | 0 |   2582 | 0 |   1185 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     7 |   1401 | 0 |   2289 | 0 |   2253 | 0 |   2733 | 0 |   1040 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     8 |   1734 | 0 |   2344 | 0 |   2385 | 0 |   2736 | 0 |    714 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     9 |   1234 | 0 |   1290 | 0 |   2585 | 0 |   2643 | 0 |      - | 2 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    10 |   1907 | 0 |   2166 | 0 |   2383 | 0 |   2712 | 0 |      - | 2 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    11 |   1213 | 0 |   1330 | 0 |   2451 | 0 |   2673 | 0 |   2768 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    12 |   1764 | 0 |   2138 | 0 |   2275 | 0 |   2647 | 0 |   2154 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    13 |   2015 | 0 |   2420 | 0 |   2366 | 0 |   2704 | 0 |   2492 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    14 |   1697 | 0 |   2196 | 0 |   2245 | 0 |   2838 | 0 |   2698 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    15 |   1856 | 0 |   2334 | 0 |   2277 | 0 |   2515 | 0 |   2718 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    16 |   2182 | 0 |   2180 | 0 |   2144 | 0 |   2489 | 0 |   2571 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    17 |   1577 | 0 |   2353 | 0 |   2140 | 0 |   2789 | 0 |   2591 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    18 |   1951 | 0 |   2366 | 0 |   2062 | 0 |   1961 | 0 |   2713 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    19 |   2131 | 0 |   2250 | 0 |   2546 | 0 |   2524 | 0 |   2541 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    20 |   2122 | 0 |   2207 | 0 |   2498 | 0 |   1348 | 0 |   2245 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    21 |    772 | 0 |   2321 | 0 |   2414 | 0 |   1028 | 0 |   2266 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    22 |   1571 | 0 |   2039 | 0 |   2415 | 0 |   2800 | 0 |   2592 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    23 |   1965 | 0 |   2302 | 0 |   2431 | 0 |   2396 | 0 |   2644 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    24 |   1696 | 0 |   2299 | 0 |   2488 | 0 |   1016 | 0 |   2700 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    25 |   1728 | 0 |   2302 | 0 |   2506 | 0 |   2391 | 0 |   2237 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    26 |   1971 | 0 |   2439 | 0 |   2366 | 0 |   2433 | 0 |   1546 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    27 |   2126 | 0 |   2165 | 0 |   2010 | 0 |   2631 | 0 |   1729 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    28 |   2075 | 0 |   1828 | 0 |   1890 | 0 |   2678 | 0 |   1484 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    29 |   1708 | 0 |   2177 | 0 |   2335 | 0 |   2797 | 0 |   2490 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    30 |   2132 | 0 |   2297 | 0 |   1888 | 0 |   2811 | 0 |   2838 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    31 |   2107 | 0 |      - | - |   2411 | 0 |      - | - |   2768 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |   SUM |  54023 | 0 |  64153 | 0 |  70950 | 0 |  71858 | 0 |  69844 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |  MEAN |   1743 | 0 |   2138 | 0 |   2289 | 0 |   2395 | 0 |   2253 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
