   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: BEIRA

   Coordinates:

   Latitude =19DEG50'S

   Longitude =34DEG51'E

   Elevation = 7

   WMO Identifier: 67297

   Year 1997

   +---------------------------------------------------------+
   |        DATE |         JAN |     F |         FEB |     F |
   |-------------+-------------+-------+-------------+-------|
   |           1 |        2240 |     0 |        2780 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           2 |         909 |     0 |         938 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           3 |        2340 |     0 |         398 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           4 |        2370 |     0 |        1227 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           5 |        1658 |     0 |        2299 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           6 |        2650 |     0 |        2822 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           7 |        2470 |     0 |        2608 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           8 |        2629 |     0 |        2558 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           9 |        2797 |     0 |         934 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          10 |        2613 |     0 |        2780 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          11 |        1574 |     0 |        1403 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          12 |        1901 |     0 |        2763 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          13 |         666 |     0 |        2755 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          14 |        2412 |     0 |        2110 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          15 |        1867 |     0 |        1817 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          16 |        1838 |     0 |        2127 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          17 |        2190 |     0 |        2613 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          18 |        2709 |     0 |        2186 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          19 |        2901 |     0 |        1704 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          20 |        2307 |     0 |        2433 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          21 |        2085 |     0 |        2525 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          22 |        1964 |     0 |        2449 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          23 |        1654 |     0 |        2709 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          24 |        2227 |     0 |        1365 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          25 |        2788 |     0 |        1871 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          26 |        2148 |     0 |        2273 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          27 |        2135 |     0 |        2751 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          28 |        2788 |     0 |        2680 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          29 |        2474 |     0 |           - |     - |
   |-------------+-------------+-------+-------------+-------|
   |          30 |        2135 |     0 |           - |     - |
   |-------------+-------------+-------+-------------+-------|
   |          31 |        2793 |     0 |           - |     - |
   |-------------+-------------+-------+-------------+-------|
   |         SUM |       68232 |     0 |       59878 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |        MEAN |        2201 |     0 |        2139 |     0 |
   +---------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
