   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: MALANGE

   Coordinates:

   Latitude =9DEG33'S

   Longitude =16DEG22'E

   Elevation = 1139

   WMO Identifier: 66215

   Year 1969

+--------------------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 2181|0| 2478|0| 1695|0| 2235|0| 1917|0| 1976|0| 1783|0| 1846|0| 1649|0| 1544|0| 1846|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 2373|0| 2013|0| 2390|0| 2302|0| 2076|0| 1854|0| 1775|0| 1959|0| 1678|0| 1624|0| 1473|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 1582|0| 2403|0| 2110|0| 2093|0| 1959|0| 1737|0| 1377|0| 1871|0| 1783|0| 1942|0| 1829|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 1863|0| 2390|0| 2110|0| 2013|0| 1473|0| 1829|0| 1042|0| 1670|0| 2244|0| 2135|0| 1256|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 1314|0| 2181|0| 1959|0| 1138|0| 1750|0| 1825|0| 1775|0| 1641|0| 2214|0| 1272|0| 1578|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 1934|0| 2478|0| 1457|0| 2038|0| 2022|0| 1909|0| 1741|0| 1670|0| 1896|0| 2461|0| 1704|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7| 1766|0| 2595|0| 1959|0| 1741|0| 2013|0| 2022|0| 1607|0| 1607|0| 1959|0| 1863|0| 2390|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8| 1641|0| 2470|0| 1817|0| 1410|0| 2047|0| 1984|0| 1704|0| 1448|0| 2013|0| 1695|0| 2294|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9| 2302|0| 2332|0| 1616|0| 1528|0| 1888|0| 1879|0| 1775|0| 1561|0| 2022|0| 2516|0| 2332|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  10| 2013|0| 2428|0| 1854|0| 2047|0| 1528|0| 1817|0| 1791|0| 1678|0| 2022|0| 1838|0| 2302|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  11| 2118|0| 2172|0| 2277|0| 1951|0| 2005|0| 1846|0| 1657|0| 1863|0| 1917|0| 2047|0| 2620|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  12| 1791|0| 2382|0| 2110|0| 2076|0| 1829|0| 1846|0| 1616|0| 1896|0| 1687|0| 1888|0|  795|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  13| 1607|0| 2235|0| 1863|0| 2101|0| 2068|0| 1896|0| 1657|0| 2055|0| 2038|0| 1218|0| 2315|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  14| 2152|0| 1440|0| 1235|0| 2181|0| 1900|0| 1846|0| 1511|0| 2005|0| 2005|0| 1720|0| 1590|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  15| 1750|0| 1879|0| 1632|0| 1959|0| 1804|0| 1758|0| 1473|0| 1775|0| 2068|0| 2252|0| 1561|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  16| 2482|0| 1896|0| 1448|0| 1766|0| 1951|0| 1800|0| 1666|0| 1737|0| 1838|0| 1854|0| 1687|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  17| 2277|0| 2076|0| 2005|0| 1942|0| 2005|0| 1854|0| 1716|0| 1854|0| 1076|0| 2055|0| 2461|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  18| 1896|0| 1909|0| 1553|0| 2064|0| 1666|0| 1863|0| 1678|0| 1590|0| 2143|0| 1377|0| 2085|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  19| 1536|0| 2152|0| 2390|0| 2323|0| 1750|0| 1863|0| 1678|0| 1343|0| 1712|0| 1624|0| 2499|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  20| 1976|0| 1758|0| 2038|0| 1641|0| 1884|0| 1720|0| 1704|0| 1783|0| 2214|0| 1076|0| 1004|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  21|  573|0| 1348|0| 2382|0| 1431|0| 1683|0| 1817|0| 1678|0| 1519|0| 2294|0| 1343|0| 1297|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  22| 1775|0| 1138|0| 2244|0| 1440|0| 1595|0| 1863|0| 1729|0| 1553|0| 2038|0| 1314|0| 2252|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  23| 1616|0| 2323|0| 1745|0| 1536|0| 1486|0| 1783|0| 1641|0| 1783|0| 1879|0| 2110|0|    -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  24| 1959|0|  665|0| 2600|0| 1410|0| 1783|0| 1829|0| 1750|0| 1951|0| 2126|0| 2101|0|    -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  25| 1323|0| 1469|0| 2474|0| 1632|0| 1967|0| 1750|0| 1825|0| 2047|0| 2223|0| 1641|0|    -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
