   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAIRE

   Station: BOENDE

   Coordinates:

   Latitude =0DEG13'S

   Longitude =20DEG51'E

   Elevation = 375

   WMO Identifier: 64126

   Year 1989

   +------------------------------------------------------------------------+
   |   DATE|     JAN|F|     FEB|F|     MAR|F|     APR|F|     MAY|F|    JUN|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    1496|0|    1374|0|    1726|0|    1986|0|    1223|0|   1911|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    1542|0|    1265|0|    1001|0|    2095|0|    1869|0|   1730|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|     762|0|     909|0|    1512|0|    1735|0|    1793|0|   2254|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|    1827|0|    1383|0|    2078|0|    1391|0|    2229|0|   2124|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|    1902|0|    1374|0|    1110|0|    1299|0|    1626|0|   2070|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    1588|0|    1450|0|    1529|0|    2334|0|    1911|0|   2116|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|     830|0|    1626|0|    1894|0|    1927|0|    2304|0|   1860|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    1730|0|    1659|0|    1249|0|    2024|0|     892|0|   1215|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    1785|0|    1399|0|    1458|0|    2288|0|    2045|0|   1026|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    1730|0|    1282|0|    1018|0|    1911|0|    1668|0|    746|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|    1609|0|    1328|0|    2015|0|    2170|0|    2154|0|    993|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     12|    1818|0|    1131|0|     855|0|    1450|0|    1902|0|   1010|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     13|    1747|0|    1207|0|    1592|0|     951|0|    1911|0|   2087|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     14|    1487|0|    1739|0|    1165|0|    2233|0|    1739|0|   2158|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     15|    1684|0|    1856|0|    2133|0|    2242|0|    1676|0|   1877|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     16|    1328|0|    1927|0|    2024|0|    2376|0|    1756|0|   1596|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     17|    1450|0|    1450|0|    1521|0|    1919|0|    1110|0|   1471|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     18|    1496|0|    1596|0|    1684|0|     746|0|     855|0|   1999|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     19|    1668|0|    1693|0|    2342|0|    1358|0|    2028|0|   1818|0|
