   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: CHIMOIO

   Coordinates:

   Latitude =19DEG07'S

   Longitude =33DEG28'E

   Elevation = 731

   WMO Identifier: 67295

   Year 2005

   +-----------------------------------+
   |        DATE |         JAN |     F |
   |-------------+-------------+-------|
   |           1 |           - |     2 |
   |-------------+-------------+-------|
   |           2 |           - |     2 |
   |-------------+-------------+-------|
   |           3 |           - |     2 |
   |-------------+-------------+-------|
   |           4 |           - |     2 |
   |-------------+-------------+-------|
   |           5 |           - |     2 |
   |-------------+-------------+-------|
   |           6 |           - |     2 |
   |-------------+-------------+-------|
   |           7 |           - |     2 |
   |-------------+-------------+-------|
   |           8 |        2922 |     0 |
   |-------------+-------------+-------|
   |           9 |        2855 |     0 |
   |-------------+-------------+-------|
   |          10 |        2767 |     0 |
   |-------------+-------------+-------|
   |          11 |        2571 |     0 |
   |-------------+-------------+-------|
   |          12 |        2755 |     0 |
   |-------------+-------------+-------|
   |          13 |        2504 |     0 |
   |-------------+-------------+-------|
   |          14 |        2500 |     0 |
   |-------------+-------------+-------|
   |          15 |        2495 |     0 |
   |-------------+-------------+-------|
   |          16 |        1453 |     0 |
   |-------------+-------------+-------|
   |          17 |        1327 |     0 |
   |-------------+-------------+-------|
   |          18 |        2077 |     0 |
   |-------------+-------------+-------|
   |          19 |        2252 |     0 |
   |-------------+-------------+-------|
   |          20 |        2018 |     0 |
   |-------------+-------------+-------|
   |          21 |        2550 |     0 |
   |-------------+-------------+-------|
   |          22 |        2579 |     0 |
   |-------------+-------------+-------|
   |          23 |        2064 |     0 |
   |-------------+-------------+-------|
   |          24 |        1901 |     0 |
   |-------------+-------------+-------|
   |          25 |        2206 |     0 |
   |-------------+-------------+-------|
   |          26 |        2730 |     0 |
   |-------------+-------------+-------|
   |          27 |           - |     2 |
   |-------------+-------------+-------|
   |          28 |           - |     2 |
   |-------------+-------------+-------|
   |          29 |           - |     2 |
   |-------------+-------------+-------|
   |          30 |           - |     2 |
   |-------------+-------------+-------|
   |          31 |           - |     2 |
   |-------------+-------------+-------|
   |         SUM |           - |     2 |
   |-------------+-------------+-------|
   |        MEAN |           - |     2 |
   +-----------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
