   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: LUANDA

   Coordinates:

   Latitude =8DEG51'S

   Longitude =13DEG14'E

   Elevation = 74

   WMO Identifier: 66160

   Year 1985

   +------------------------------------------------------------------------+
   |   DATE|     JUL|F|     AUG|F|     SEP|F|     OCT|F|     NOV|F|    DEC|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    1447|0|    1570|0|       -|2|    1628|0|    1453|0|   2069|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    1449|0|     585|0|       -|2|    1282|0|    1926|0|   2340|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|    1757|0|       -|2|    1749|0|    1928|0|    1206|0|   2461|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|     945|0|    1252|0|    2051|0|    1391|0|    2127|0|   1972|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|       -|2|    1373|0|    1619|0|    1576|0|    2389|0|   2352|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    1244|0|     479|0|    1546|0|    1051|0|    2228|0|   2344|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|       -|2|     994|0|    1727|0|    2453|0|    1713|0|   2085|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    1334|0|    1608|0|    1682|0|    1680|0|    2589|0|   2289|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    1392|0|     908|0|    1833|0|    2131|0|    2153|0|   1184|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    1401|0|       -|2|    1993|0|    1183|0|    2492|0|   1681|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|     709|0|       -|2|    2031|0|    1411|0|    2369|0|   2454|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     12|    1221|0|    1673|0|    1544|0|       -|2|    2593|0|   1305|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     13|    1700|0|     990|0|    1779|0|    2202|0|    2568|0|   2246|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     14|    1709|0|    1053|0|    1733|0|    2290|0|    1629|0|   2555|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     15|    1556|0|    1737|0|     893|0|    1536|0|    2042|0|   1390|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     16|    1438|0|    1314|0|    2189|0|       -|2|    2723|0|   2150|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     17|    1097|0|    1425|0|    1324|0|     776|0|       -|2|   2496|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     18|    1416|0|       -|2|    1508|0|    1778|0|    2450|0|   2483|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     19|    1680|0|    1536|0|     723|0|    1595|0|       -|2|    832|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     20|    1647|0|    1756|0|    2036|0|    1762|0|    2470|0|   2518|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     21|    1510|0|    1840|0|    1834|0|    2149|0|    1964|0|   2042|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     22|       -|2|     817|0|    2014|0|    2209|0|    2132|0|   2327|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     23|     994|0|     793|0|    1704|0|    2257|0|    2574|0|   2121|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     24|    1486|0|    1279|0|    1687|0|       -|2|    2077|0|   1303|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     25|    1376|0|       -|2|    1525|0|    2215|0|    2259|0|   1262|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     26|    1072|0|    1370|0|    2313|0|    2361|0|    2290|0|   2576|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     27|    1651|0|    1203|0|    2308|0|    1205|0|    2477|0|   2109|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     28|    1710|0|    1357|0|    1703|0|    2066|0|    2080|0|   1739|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     29|    1018|0|    1151|0|    1191|0|    2086|0|    2266|0|   2345|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     30|    1569|0|       -|2|    1604|0|    1439|0|    2459|0|   1144|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     31|       -|2|       -|2|       -|-|    2007|0|       -|-|   1382|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |    SUM|   43088|0|   38831|1|   51260|0|   54966|0|   66105|0|  61556|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |   MEAN|    1390|0|    1253|1|    1709|0|    1773|0|    2204|0|   1986|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
