   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: MALANGE

   Coordinates:

   Latitude =9DEG33'S

   Longitude =16DEG22'E

   Elevation = 1139

   WMO Identifier: 66215

   Year 1974

   +------------------------------------+
   |         DATE |         JAN |     F |
   |--------------+-------------+-------|
   |            1 |        1742 |     0 |
   |--------------+-------------+-------|
   |            2 |         557 |     0 |
   |--------------+-------------+-------|
   |            3 |        1738 |     0 |
   |--------------+-------------+-------|
   |            4 |        1930 |     0 |
   |--------------+-------------+-------|
   |            5 |        2148 |     0 |
   |--------------+-------------+-------|
   |            6 |        1570 |     0 |
   |--------------+-------------+-------|
   |            7 |        2223 |     0 |
   |--------------+-------------+-------|
   |            8 |        1897 |     0 |
   |--------------+-------------+-------|
   |            9 |        1779 |     0 |
   |--------------+-------------+-------|
   |           10 |        2031 |     0 |
   |--------------+-------------+-------|
   |           11 |        1382 |     0 |
   |--------------+-------------+-------|
   |           12 |        2236 |     0 |
   |--------------+-------------+-------|
   |           13 |        2018 |     0 |
   |--------------+-------------+-------|
   |           14 |        1800 |     0 |
   |--------------+-------------+-------|
   |           15 |        1834 |     0 |
   |--------------+-------------+-------|
   |           16 |         871 |     0 |
   |--------------+-------------+-------|
   |           17 |         955 |     0 |
   |--------------+-------------+-------|
   |           18 |         729 |     0 |
   |--------------+-------------+-------|
   |           19 |        2307 |     0 |
   |--------------+-------------+-------|
   |           20 |        1901 |     0 |
   |--------------+-------------+-------|
   |           21 |        1658 |     0 |
   |--------------+-------------+-------|
   |           22 |        2165 |     0 |
   |--------------+-------------+-------|
   |           23 |        2127 |     0 |
   |--------------+-------------+-------|
   |           24 |        1851 |     0 |
   |--------------+-------------+-------|
   |           25 |        2186 |     0 |
   |--------------+-------------+-------|
   |           26 |        1411 |     0 |
   |--------------+-------------+-------|
   |           27 |        1838 |     0 |
   |--------------+-------------+-------|
   |           28 |        1930 |     0 |
   |--------------+-------------+-------|
   |           29 |        2043 |     0 |
   |--------------+-------------+-------|
   |           30 |        2382 |     0 |
   |--------------+-------------+-------|
   |           31 |        2382 |     0 |
   |--------------+-------------+-------|
   |          SUM |       55621 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        1794 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
