   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: PEREIRA DE ECA

   Coordinates:

   Latitude =17DEG04'S

   Longitude =15DEG44'E

   Elevation = 1100

   WMO Identifier: 66460

   Year 1973

   +------------------------------------+
   |         DATE |         DEC |     F |
   |--------------+-------------+-------|
   |            1 |        2516 |     0 |
   |--------------+-------------+-------|
   |            2 |        2721 |     0 |
   |--------------+-------------+-------|
   |            3 |        2721 |     0 |
   |--------------+-------------+-------|
   |            4 |        2562 |     0 |
   |--------------+-------------+-------|
   |            5 |        2906 |     0 |
   |--------------+-------------+-------|
   |            6 |        2495 |     0 |
   |--------------+-------------+-------|
   |            7 |        2504 |     0 |
   |--------------+-------------+-------|
   |            8 |        2567 |     0 |
   |--------------+-------------+-------|
   |            9 |        1729 |     0 |
   |--------------+-------------+-------|
   |           10 |        1758 |     0 |
   |--------------+-------------+-------|
   |           11 |        1357 |     0 |
   |--------------+-------------+-------|
   |           12 |        1729 |     0 |
   |--------------+-------------+-------|
   |           13 |        1704 |     0 |
   |--------------+-------------+-------|
   |           14 |        1880 |     0 |
   |--------------+-------------+-------|
   |           15 |        1570 |     0 |
   |--------------+-------------+-------|
   |           16 |        2562 |     0 |
   |--------------+-------------+-------|
   |           17 |        2822 |     0 |
   |--------------+-------------+-------|
   |           18 |        2826 |     0 |
   |--------------+-------------+-------|
   |           19 |        2918 |     0 |
   |--------------+-------------+-------|
   |           20 |        2805 |     0 |
   |--------------+-------------+-------|
   |           21 |        2826 |     0 |
   |--------------+-------------+-------|
   |           22 |        2349 |     0 |
   |--------------+-------------+-------|
   |           23 |        2596 |     0 |
   |--------------+-------------+-------|
   |           24 |        2822 |     0 |
   |--------------+-------------+-------|
   |           25 |        2868 |     0 |
   |--------------+-------------+-------|
   |           26 |        2709 |     0 |
   |--------------+-------------+-------|
   |           27 |        2139 |     0 |
   |--------------+-------------+-------|
   |           28 |        2165 |     0 |
   |--------------+-------------+-------|
   |           29 |        2294 |     0 |
   |--------------+-------------+-------|
   |           30 |        2646 |     0 |
   |--------------+-------------+-------|
   |           31 |        2533 |     0 |
   |--------------+-------------+-------|
   |          SUM |       74599 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        2406 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
