   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: MOROGORO

   Coordinates:

   Latitude =6DEG50'S

   Longitude =37DEG39'E

   Elevation = 526

   WMO Identifier: 63866

   Year 1970

   +------------------------------------------------------------------------+
   |     DATE |      SEP |  F |      OCT |  F |      NOV |  F |     DEC | F |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        1 |        - |  2 |     1302 |  0 |     1745 |  0 |    1955 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        2 |        - |  2 |     1720 |  0 |     1335 |  0 |    1503 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        3 |        - |  2 |     1963 |  0 |     1812 |  0 |     770 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        4 |        - |  2 |     1691 |  0 |     1842 |  0 |    1917 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        5 |        - |  2 |     1825 |  0 |     1787 |  0 |    1151 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        6 |     1616 |  0 |     1771 |  0 |     1917 |  0 |    1946 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        7 |     1310 |  0 |     1867 |  0 |     1720 |  0 |    1917 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        8 |     1159 |  0 |     1377 |  0 |     1875 |  0 |    1909 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        9 |     1503 |  0 |     1616 |  0 |     1850 |  0 |    1963 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       10 |     1448 |  0 |     1482 |  0 |     2076 |  0 |    1762 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       11 |     1511 |  0 |     1511 |  0 |     1699 |  0 |    2076 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       12 |      933 |  0 |     1971 |  0 |     1825 |  0 |    1482 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       13 |     1377 |  0 |     1737 |  0 |     1293 |  0 |    1109 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       14 |     1528 |  0 |     1205 |  0 |     1779 |  0 |    1666 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       15 |     1917 |  0 |     1503 |  0 |     1712 |  0 |    1963 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       16 |     1842 |  0 |     1134 |  0 |     1812 |  0 |    1825 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       17 |     1875 |  0 |     1737 |  0 |     1796 |  0 |    1327 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       18 |     1632 |  0 |     1142 |  0 |     1867 |  0 |    1867 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       19 |     1390 |  0 |     1503 |  0 |     1850 |  0 |    1327 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       20 |     1762 |  0 |     1239 |  0 |     1833 |  0 |    1134 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       21 |     1544 |  0 |     1900 |  0 |     1917 |  0 |    1578 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       22 |     1431 |  0 |     1745 |  0 |     1909 |  0 |    2223 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       23 |     1092 |  0 |     1833 |  0 |     1657 |  0 |    1528 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       24 |     1067 |  0 |     1657 |  0 |     1787 |  0 |    1909 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       25 |     1067 |  0 |     1946 |  0 |     1963 |  0 |    2022 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       26 |      787 |  0 |     1737 |  0 |     1833 |  0 |    2059 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       27 |     1699 |  0 |     1737 |  0 |     1699 |  0 |    1771 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       28 |     1666 |  0 |     1754 |  0 |     1850 |  0 |    1310 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       29 |     1867 |  0 |     1988 |  0 |     1917 |  0 |    1423 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       30 |     1737 |  0 |     1657 |  0 |     1812 |  0 |    1699 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       31 |        - |  - |     1691 |  0 |        - |  - |    1842 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |      SUM |    44100 |  1 |    50933 |  0 |    53760 |  0 |   51925 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |     MEAN |     1470 |  1 |     1643 |  0 |     1792 |  0 |    1675 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
