   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAMBIA

   Station: KASAMA

   Coordinates:

   Latitude =10DEG13'S

   Longitude =31DEG08'E

   Elevation = 1384

   WMO Identifier: 67475

   Year 1991

   +------------------------------------------------------------------------+
   |   DATE |    JAN | F |    FEB | F |    MAR | F |    APR | F |   MAY | F |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |      1 |   3064 | 0 |   1921 | 0 |   2891 | 0 |   2384 | 0 |  2672 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |      2 |   1509 | 0 |   3113 | 0 |   2315 | 0 |   1532 | 0 |  2499 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |      3 |   3098 | 0 |   2257 | 0 |   3087 | 0 |   2062 | 0 |  2304 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |      4 |   2499 | 0 |   1474 | 0 |   2684 | 0 |   2545 | 0 |  2718 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |      5 |   2177 | 0 |    749 | 0 |   1405 | 0 |   1290 | 0 |  2407 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |      6 |   2810 | 0 |   2073 | 0 |   2856 | 0 |   2085 | 0 |  2511 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |      7 |    864 | 0 |   1463 | 0 |   2983 | 0 |   1831 | 0 |  2119 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |      8 |   2235 | 0 |   1682 | 0 |   1970 | 0 |   1486 | 0 |  1440 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |      9 |   2903 | 0 |   1981 | 0 |   2131 | 0 |    829 | 0 |  1762 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     10 |   2373 | 0 |    829 | 0 |   2615 | 0 |   1279 | 0 |  2545 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     11 |   2281 | 0 |   1359 | 0 |   2649 | 0 |   1267 | 0 |  2327 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     12 |   1589 | 0 |   2073 | 0 |   2430 | 0 |   2269 | 0 |  2499 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     13 |    929 | 0 |   2925 | 0 |   2667 | 0 |   2557 | 0 |   968 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     14 |   2591 | 0 |   1854 | 0 |   2960 | 0 |   2096 | 0 |  1336 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     15 |   3098 | 0 |   2833 | 0 |   2545 | 0 |   1901 | 0 |  2534 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     16 |   3156 | 0 |   2361 | 0 |   2384 | 0 |   2165 | 0 |  1497 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     17 |   2879 | 0 |   2131 | 0 |   3052 | 0 |   2177 | 0 |  1866 | 0 |
