   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAMBIA

   Station: KASAMA

   Coordinates:

   Latitude =10DEG13'S

   Longitude =31DEG08'E

   Elevation = 1384

   WMO Identifier: 67475

   Year 1991

   +------------------------------------------------------------------------+
   |   DATE |    JAN | F |    FEB | F |    MAR | F |    APR | F |   MAY | F |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     18 |   2603 | 0 |   2787 | 0 |   2177 | 0 |   2096 | 0 |     - | 2 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     19 |   1739 | 0 |   1747 | 0 |   2373 | 0 |   2200 | 0 |  2004 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     20 |   2787 | 0 |   2891 | 0 |   2131 | 0 |   2407 | 0 |  2269 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     21 |   2373 | 0 |   1785 | 0 |   2419 | 0 |   2649 | 0 |  2833 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     22 |   2004 | 0 |   1532 | 0 |   2453 | 0 |   2223 | 0 |  2718 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     23 |   1774 | 0 |   2995 | 0 |   2361 | 0 |   2557 | 0 |  2580 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     24 |   2407 | 0 |   1578 | 0 |   2649 | 0 |   2442 | 0 |  1924 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     25 |   2384 | 0 |   2833 | 0 |   2177 | 0 |   1947 | 0 |  2350 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     26 |   2177 | 0 |   2419 | 0 |   1463 | 0 |   2373 | 0 |  2638 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     27 |   2131 | 0 |   2764 | 0 |   1428 | 0 |   2430 | 0 |  2764 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     28 |   2165 | 0 |   2845 | 0 |   1348 | 0 |   2661 | 0 |  2350 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     29 |   2050 | 0 |      - | - |   1739 | 0 |   2442 | 0 |  2223 | 0 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     30 |   1820 | 0 |      - | - |   1901 | 0 |   2534 | 0 |  2603 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |     31 |   1140 | 0 |      - | - |   1186 | 0 |      - | - |  2615 | 1 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |    SUM |  69609 | 0 |  59254 | 0 |  71429 | 0 |  62716 | 0 |     - | 2 |
   |--------+--------+---+--------+---+--------+---+--------+---+-------+---|
   |   MEAN |   2245 | 0 |   2116 | 0 |   2304 | 0 |   2091 | 0 |     - | 2 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
