   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: RSA

   Station: PRETORIA

   Coordinates:

   Latitude =25DEG45'S

   Longitude =28DEG14'E

   Elevation = 1369

   WMO Identifier: No WMO index

   Year 1974

   +------------------------------------------------------------------------+
   | DATE|   JAN|F|   FEB|F|   MAR|F|  APR|F|MAY|F|JUN|F|JUL|F|AUG|F|  SEP|F|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |    1|  2223|0|  2608|0|  2516|0| 1955|0|  -|-|  -|-|  -|-|  -|-| 2227|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |    2|  2211|0|  2504|0|  2512|0|  511|0|  -|-|  -|-|  -|-|  -|-| 2219|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |    3|  2399|0|  2604|0|  2123|0|  578|0|  -|-|  -|-|  -|-|  -|-| 2014|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |    4|  1645|0|  2487|0|     -|2| 1264|0|  -|-|  -|-|  -|-|  -|-|    -|2|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |    5|  2064|0|  1583|0|  1880|0| 1834|0|  -|-|  -|-|  -|-|  -|-|  314|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |    6|  2613|0|  1796|0|  1742|0|  900|0|  -|-|  -|-|  -|-|  -|-| 1696|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |    7|  2809|0|  1093|0|  2244|0| 1725|0|  -|-|  -|-|  -|-|  -|-| 2165|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |    8|  2721|0|  1888|0|  2311|0| 1671|0|  -|-|  -|-|  -|-|  -|-| 2412|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |    9|  2575|0|  2089|0|  2194|0| 2018|0|  -|-|  -|-|  -|-|  -|-| 2378|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   10|  2767|0|  2466|0|  2294|0| 1415|0|  -|-|  -|-|  -|-|  -|-| 2366|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   11|  1348|0|  2085|0|  2600|0| 1243|0|  -|-|  -|-|  -|-|  -|-| 2286|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   12|  1918|0|  2056|0|  2223|0| 1763|0|  -|-|  -|-|  -|-|  -|-| 2257|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   13|  1696|0|  2332|0|  1687|0| 1654|0|  -|-|  -|-|  -|-|  -|-| 2160|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   14|  1830|0|  2391|0|  2022|0| 1570|0|  -|-|  -|-|  -|-|  -|-| 1955|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   15|  2240|0|  2801|0|  2370|0| 1461|0|  -|-|  -|-|  -|-|  -|-| 2148|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   16|  2554|0|  2290|0|  2181|0| 1918|0|  -|-|  -|-|  -|-|  -|-| 1733|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   17|  2294|0|  1415|0|  1327|0|    -|2|  -|-|  -|-|  -|-|  -|-| 1985|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   18|  1457|0|   624|0|  2759|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2236|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   19|  1733|0|  2010|0|  2554|0|    -|2|  -|-|  -|-|  -|-|  -|-| 1830|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   20|  2466|0|  2512|0|  1553|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2198|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   21|  1738|0|  2156|0|  1520|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2303|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   22|  1884|0|  2328|0|  1662|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2361|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   23|  1671|0|  2382|0|  2215|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2223|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   24|  1800|0|  2148|0|  1495|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2328|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   25|  1193|0|  2014|0|  1763|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2407|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   26|  1457|0|  1432|0|  1809|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2462|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   27|  1884|0|  1553|0|  1666|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2541|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   28|  2638|0|  2319|0|  1691|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2508|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   29|  1779|0|     -|-|  1779|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2458|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   30|  1298|0|     -|-|  1491|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2378|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |   31|  1817|0|     -|-|  1805|0|    -|-|  -|-|  -|-|  -|-|  -|-|    -|-|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   |  SUM| 62722|0| 57966|0| 61988|0|    -|2|  -|-|  -|-|  -|-|  -|-|64705|0|
   |-----+------+-+------+-+------+-+-----+-+---+-+---+-+---+-+---+-+-----+-|
   | MEAN|  2023|0|  2070|0|  2000|0|    -|2|  -|-|  -|-|  -|-|  -|-| 2157|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
