   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAIRE

   Station: KISANGANI

   Coordinates:

   Latitude =0DEG31'N

   Longitude =25DEG11'E

   Elevation = 415

   WMO Identifier: 64040

   Year 1971

+----------------------------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 2014|0| 2106|0| 1838|0| 2093|0| 2441|0| 2332|0|  301|0| 1172|0| 2047|0| 1122|0| 1206|0| 1637|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 1892|0| 2077|0| 2324|0| 2031|0| 2227|0| 1662|0| 2010|0| 1938|0|  695|0| 2332|0| 2441|1|  795|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 1696|0| 1763|0| 2211|0| 1415|0| 2278|0| 1817|0| 2106|0| 1947|0| 1093|0| 2160|0| 2336|1| 2227|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 1738|0| 1562|0| 2399|0| 1084|0| 2382|0| 1654|0| 1876|0| 1964|0| 1880|0| 2353|0| 1997|1| 2424|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 1315|0| 2022|0| 2391|0| 2014|0| 2244|0|  528|0| 1478|0| 1855|0| 1026|0| 1034|0|  950|0| 1892|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 1461|0| 2169|0| 2391|0| 2420|0| 2123|0| 1068|0| 1495|0|  234|0| 1708|0| 2529|0| 1675|0| 2278|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7| 1800|0| 1122|0| 1549|0| 1189|0| 1792|0| 1620|0| 1892|0| 1017|0| 1591|0| 1909|0| 2177|0| 2219|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8| 1428|0| 1980|0| 2269|0| 2240|0| 1972|0| 1784|0|  636|0| 1256|0| 2248|0| 2093|0| 2336|0| 2156|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9|  950|0| 1813|0| 1357|0| 2186|0| 1955|0| 1876|0| 1273|0| 1528|0| 1248|0|  900|0| 1465|0| 1528|0|
