   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAMBIA

   Station: LUSAKA CITY ARPT

   Coordinates:

   Latitude =15DEG25'S

   Longitude =28DEG19'E

   Elevation = 1283

   WMO Identifier: 67666

   Year 1998

   +------------------------------------------------------------------------+
   | DATE|   JAN|F|   FEB|F|   MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    1|  1869|0|  1439|0|  1594|0| 1791|0| 2179|0| 1876|0| 1209|0| 2147|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    2|  1865|0|  1149|0|  2294|0| 1825|0| 2188|0| 1868|0| 1508|0| 1961|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    3|  1869|0|  2136|0|  1723|0| 2326|0| 2329|0| 1886|0| 1792|0| 1549|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    4|  1410|0|  2308|0|  2244|0| 2462|0| 2263|0| 1871|0| 1965|0| 1655|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    5|  1971|0|  2734|0|  2195|0| 2459|0| 1872|0| 1913|0| 1852|0| 1880|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    6|  1790|0|  1881|0|  2143|0| 2362|0| 2140|0| 1882|0| 1632|0| 2040|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    7|  2342|0|  2319|0|  2403|0| 2297|0| 2039|0| 1808|0| 1755|0| 1741|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    8|  1485|0|  2457|0|  2389|0| 2287|0| 2067|0| 1809|0| 1798|0| 1756|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
