   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: DODOMA

   Coordinates:

   Latitude =6DEG10'S

   Longitude =35DEG46'E

   Elevation = 1119

   WMO Identifier: 63862

   Year 1965

   +---------------------------------------------------------------------------+
   |DATE|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F| DEC|F|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   1| 1909|0| 1729|0| 2005|0| 2164|0| 1695|0| 2126|0| 1674|0| 1938|0|2093|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   2| 1921|0| 2474|0| 1641|0| 1582|0| 1817|0| 1997|0| 2043|0| 2164|0|1276|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   3| 1590|0| 1570|0| 1842|0| 2206|0| 1666|0| 1503|0| 2005|0| 2164|0|1616|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   4| 1712|0| 2231|0| 2344|0| 1461|0| 1787|0| 2126|0| 2198|0| 1762|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   5| 1779|0| 2068|0| 1431|0| 2143|0| 1285|0| 1963|0| 2030|0| 2034|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   6| 1406|0| 1364|0| 1930|0| 1570|0| 2030|0| 2164|0| 1787|0| 2198|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   7| 1373|0| 1695|0| 2256|0| 2051|0| 1440|0| 1946|0| 2110|0| 1900|0|1695|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   8| 2424|0| 2147|0| 1448|0| 1561|0| 1909|0| 1858|0| 1884|0| 1356|0|2143|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   9| 1348|0| 1260|0| 2013|0| 2085|0| 1561|0| 2126|0| 2156|0| 1712|0|2256|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  10| 1900|0| 2034|0| 2189|0| 1570|0| 1988|0| 2164|0| 2034|0| 2164|0|2198|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  11| 2085|0| 1457|0| 1477|0| 2256|0| 1842|0| 1925|0| 2181|0| 1892|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  12| 1423|0| 1235|0| 2327|0| 1494|0| 2030|0| 2034|0| 2068|0| 2265|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  13| 1787|0| 2198|0| 1913|0| 2214|0| 1762|0| 1846|0| 1875|0| 2223|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  14| 2043|0| 2478|0| 1657|0| 1745|0| 2110|0| 1720|0| 1909|0| 2043|0|2302|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  15| 1657|0| 1553|0| 1858|0| 2034|0| 1745|0| 2043|0| 1867|0| 2022|0|1997|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  16| 1415|0| 2043|0| 2231|0| 1398|0| 2043|0| 1909|0| 1963|0| 2369|0|1867|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  17| 1938|0| 1406|0| 1503|0| 2013|0| 1570|0| 2085|0| 2110|0| 2147|0|1817|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  18| 1130|0| 1498|0| 2043|0| 1511|0| 2043|0| 2110|0| 2076|0| 2206|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  19| 1930|0| 1695|0| 2189|0| 1745|0| 1900|0| 2043|0| 2085|0| 2118|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  20| 1364|0| 2223|0| 1398|0| 1469|0| 2005|0| 2051|0| 2005|0|    -|2|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  21| 1503|0| 1553|0| 1867|0| 2005|0| 1858|0| 1875|0| 2085|0|    -|2|1988|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  22| 1641|0| 1884|0| 2378|0| 1406|0| 2059|0| 2248|0| 1578|0|    -|2|2164|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  23| 2076|0| 2143|0| 1544|0| 1729|0| 1992|0| 2034|0| 2005|0| 2085|0|1971|0|
