   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: MAPUTO

   Coordinates:

   Latitude =25DEG58'S

   Longitude =32DEG36'E

   Elevation = 70

   WMO Identifier: No WMO index

   Year 2011

   +------------------------------------------------------------------------+
   |   DATE |   JAN | F |    FEB | F |    MAR | F |    APR | F |    MAY | F |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |      1 |     - | 2 |   3040 | 0 |   2654 | 0 |   2228 | 0 |    863 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |      2 |     - | 2 |   2948 | 0 |   2738 | 0 |   2101 | 0 |   1763 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |      3 |     - | 2 |   2795 | 0 |   2619 | 0 |   1727 | 0 |   1706 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |      4 |     - | 2 |   2852 | 0 |   2638 | 0 |    718 | 0 |   1351 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |      5 |     - | 2 |   2898 | 0 |   2620 | 0 |   1028 | 0 |   1612 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |      6 |     - | 2 |   2469 | 0 |   2107 | 0 |   1959 | 0 |   1571 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |      7 |     - | 2 |   2746 | 0 |   2284 | 0 |   1998 | 0 |   1453 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |      8 |     - | 2 |   2795 | 0 |   2140 | 0 |    964 | 0 |   1605 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |      9 |     - | 2 |   2923 | 0 |   2242 | 0 |   2139 | 0 |   1007 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     10 |     - | 2 |   2896 | 0 |   2552 | 0 |   2134 | 0 |   1684 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     11 |     - | 2 |   2997 | 0 |   2518 | 0 |   1824 | 0 |   1567 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     12 |     - | 2 |   1776 | 0 |   2301 | 0 |   1157 | 0 |   1521 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     13 |     - | 2 |   2893 | 0 |   1874 | 0 |   1559 | 0 |   1127 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     14 |     - | 2 |   2376 | 0 |   1351 | 0 |   1143 | 0 |   1504 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     15 |     - | 2 |   2621 | 0 |   1768 | 0 |   1843 | 0 |   1549 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     16 |     - | 2 |   2820 | 0 |   1713 | 0 |   1187 | 0 |   1512 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     17 |     - | 2 |   2031 | 0 |   2223 | 0 |    663 | 0 |    864 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     18 |  2489 | 0 |   2541 | 0 |   2180 | 0 |   1059 | 0 |   1272 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     19 |  2955 | 0 |   2742 | 0 |   1973 | 0 |   1446 | 0 |   1532 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     20 |  2776 | 0 |   1968 | 0 |   1346 | 0 |   1688 | 0 |   1136 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     21 |  1575 | 0 |   2985 | 0 |   2150 | 0 |   1517 | 0 |   1575 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     22 |  2558 | 0 |   2869 | 0 |   1934 | 0 |    555 | 0 |   1999 | 6 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     23 |  2330 | 0 |   2330 | 0 |   2449 | 0 |   1618 | 0 |   1501 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     24 |  1746 | 0 |   2814 | 0 |   2412 | 0 |   1803 | 0 |   1512 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     25 |  1734 | 0 |   2208 | 0 |   2357 | 0 |   1653 | 0 |   1308 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     26 |   639 | 0 |   2580 | 0 |   1604 | 0 |   1796 | 0 |   1458 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     27 |  2030 | 0 |   2745 | 0 |    609 | 0 |   1572 | 0 |   1532 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     28 |  1735 | 0 |   2723 | 0 |   2037 | 0 |   1518 | 0 |   1457 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     29 |  2863 | 0 |      - | - |   2174 | 0 |   1373 | 0 |   1620 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     30 |  3027 | 0 |      - | - |   2115 | 0 |   1584 | 0 |   1645 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |     31 |  3013 | 0 |      - | - |   2114 | 0 |      - | - |   1415 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |    SUM |     - | 2 |  74381 | 0 |  65796 | 0 |  45554 | 0 |  45221 | 0 |
   |--------+-------+---+--------+---+--------+---+--------+---+--------+---|
   |   MEAN |     - | 2 |   2656 | 0 |   2122 | 0 |   1518 | 0 |   1459 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
