   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: GURUE

   Coordinates:

   Latitude =15DEG28'S

   Longitude =36DEG59'E

   Elevation = 734

   WMO Identifier: No WMO index

   Year 1981

+------------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 3008|0| 1464|0| 1978|0| 1198|0|  865|0| 1732|0| 1526|0| 1110|0| 2406|0| 2434|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 2264|0| 1555|0| 1758|0| 1789|0|  592|0| 1363|0| 1791|0| 1931|0| 1327|0| 2364|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 2941|0| 2205|0| 2628|0| 1448|0| 1631|0| 1862|0| 1351|0| 1140|0|  594|0| 2615|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 3067|0| 1872|0| 2659|0| 1238|0|  846|0| 1807|0|  938|0| 1832|0| 1346|0| 2343|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 2972|0| 1443|0| 1878|0| 1419|0| 1883|0| 1804|0| 1288|0| 1680|0| 1783|0| 1841|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 3054|0| 1438|0|    -|2| 2464|0| 1712|0| 1695|0| 1313|0| 1609|0| 1780|0|  359|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7| 2822|0| 1509|0| 1607|0| 2256|0| 1639|0| 1277|0| 1606|0| 1149|0| 2501|0| 1114|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8| 2287|0| 1610|0| 1113|0| 2238|0| 2020|0| 1420|0| 1808|0| 1730|0| 1615|0| 2516|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9| 2344|0| 1648|0|  934|0| 1716|0|  897|0|  287|0| 1189|0| 2351|0| 1819|0| 2830|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  10| 1283|0| 1937|0|  619|0| 1877|0| 1407|0| 1201|0|  610|0| 1759|0| 1777|0| 2557|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  11| 1369|0| 2117|0| 1584|0| 1298|0| 1145|0|  822|0| 1926|0| 1884|0| 2287|0| 2103|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  12| 1988|0| 2469|0| 2136|0| 1524|0| 2108|0|  534|0| 1923|0| 1532|0| 1972|0| 2262|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  13| 1809|0| 2095|0| 1525|0| 1419|0| 2082|0| 1175|0| 1810|0| 1766|0| 1826|0| 1782|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  14| 1174|0| 1698|0|    -|2|  933|0| 2035|0| 1340|0| 1622|0| 1589|0| 2499|0| 1822|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  15| 2321|0| 1273|0|    -|2| 2088|0| 1952|0| 1451|0| 1195|0| 1840|0| 2197|0| 1830|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  16| 1614|0| 2003|0|    -|2| 1531|0| 1380|0| 1717|0| 1191|0| 2439|0| 1856|0| 2667|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  17| 1772|0| 2016|0| 1201|0| 2116|0| 1678|0|  941|0| 1520|0| 2148|0| 2522|0| 2461|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  18| 1678|0| 1904|0| 1747|0| 1733|0| 1710|0| 1135|0| 1873|0| 1413|0| 2280|0| 2469|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  19| 2344|0| 1751|0|  969|0|  927|0| 1487|0| 1270|0|  970|0| 1297|0| 2308|0| 1666|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
