   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZIMBABWE

   Station: HARARE / BELVEDERE

   Coordinates:

   Latitude =17DEG50'S

   Longitude =31DEG01'E

   Elevation = 1472

   WMO Identifier: 67774

   Year 1975

   +------------------------------------------------------------------------+
   |       DATE |        OCT |    F |        NOV |    F |        DEC |    F |
   |------------+------------+------+------------+------+------------+------|
   |          1 |       2144 |    0 |       3197 |    0 |       1356 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          2 |       1733 |    0 |       3235 |    0 |       1378 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          3 |       1374 |    0 |       3205 |    0 |       1356 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          4 |       1057 |    0 |       2759 |    0 |       2401 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          5 |       2383 |    0 |       3188 |    0 |       2350 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          6 |       3072 |    0 |       2769 |    0 |       3217 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          7 |       3042 |    0 |       3094 |    0 |       1818 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          8 |       3154 |    0 |       2978 |    0 |       2246 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          9 |       3033 |    0 |       3231 |    0 |       1930 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         10 |       3090 |    0 |       3299 |    0 |       1793 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         11 |       3033 |    0 |       3372 |    0 |       2178 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         12 |       3166 |    0 |       3325 |    0 |       1070 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         13 |       3051 |    0 |       3149 |    0 |       1044 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         14 |       2986 |    0 |       2957 |    0 |       2888 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         15 |       2978 |    0 |       1002 |    0 |       2302 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         16 |       2910 |    0 |       1626 |    0 |       2739 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         17 |       2854 |    0 |       2739 |    0 |       2769 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         18 |       2871 |    0 |       2516 |    0 |       1981 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         19 |       2807 |    0 |       3072 |    0 |       2071 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         20 |       2965 |    0 |       2679 |    0 |       1699 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         21 |       2986 |    0 |       3217 |    0 |       2563 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         22 |       2751 |    0 |       3175 |    0 |       1600 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         23 |       2991 |    0 |       3278 |    0 |       2683 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         24 |       3042 |    0 |       3068 |    0 |       1622 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         25 |       3119 |    0 |       3090 |    0 |       1297 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         26 |       2910 |    0 |       2726 |    0 |       2058 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         27 |       1155 |    1 |       2062 |    0 |       1912 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         28 |       1327 |    1 |       1382 |    0 |       2213 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         29 |       1583 |    1 |       1331 |    0 |       2896 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         30 |       3080 |    1 |       1305 |    0 |       2675 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         31 |       2965 |    0 |          - |    - |       2798 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |        SUM |      81612 |    0 |      82026 |    0 |      64903 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |       MEAN |       2633 |    0 |       2734 |    0 |       2094 |    0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
