   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZIMBABWE

   Station: HARARE / BELVEDERE

   Coordinates:

   Latitude =17DEG50'S

   Longitude =31DEG01'E

   Elevation = 1472

   WMO Identifier: 67774

   Year 1967

   +------------------------------------------------------------------------+
   |     DATE |      JAN |  F |      FEB |  F |      MAR |  F |     APR | F |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        1 |     2151 |  0 |     2789 |  0 |     1621 |  0 |    2199 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        2 |     1112 |  0 |     2836 |  0 |     1887 |  0 |    2288 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        3 |      637 |  0 |     2704 |  0 |     2096 |  0 |    2558 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        4 |     1458 |  0 |     1951 |  0 |     1934 |  0 |    2220 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        5 |     1724 |  0 |     2567 |  0 |        - |  2 |    2083 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        6 |     1848 |  0 |     2716 |  0 |     2867 |  0 |    1699 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        7 |     2190 |  0 |     2845 |  0 |     2250 |  0 |    1977 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        8 |     2499 |  0 |     2957 |  0 |     1609 |  0 |    1977 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        9 |     1861 |  0 |     2366 |  0 |     2417 |  0 |    1942 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       10 |     1869 |  0 |     2293 |  0 |     1587 |  0 |    1668 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       11 |     3025 |  0 |      642 |  0 |     1707 |  0 |    1762 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       12 |     2357 |  0 |     1531 |  0 |     1664 |  0 |    2199 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       13 |     2580 |  0 |     2370 |  0 |     1873 |  0 |    1861 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       14 |     1887 |  0 |     1326 |  0 |     1591 |  0 |    2250 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       15 |     2019 |  0 |     2019 |  0 |      928 |  0 |    1750 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       16 |     1476 |  0 |        - |  2 |     1163 |  0 |    1836 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       17 |     2083 |  0 |     2460 |  0 |     1279 |  0 |    1946 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       18 |     2255 |  0 |     2028 |  0 |     1985 |  0 |    1677 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       19 |     1878 |  0 |     1810 |  0 |     2259 |  0 |    2151 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       20 |     2212 |  0 |      979 |  0 |     1788 |  0 |    2100 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       21 |     2032 |  0 |     1685 |  0 |     1382 |  0 |    1912 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       22 |     1548 |  0 |     1989 |  0 |     1887 |  0 |    1360 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       23 |     1963 |  0 |     1219 |  0 |     1583 |  0 |    1061 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       24 |     2147 |  0 |      971 |  0 |     2010 |  0 |    2010 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       25 |     1010 |  0 |     2208 |  0 |        - |  2 |    1840 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       26 |     1104 |  0 |     1617 |  0 |        - |  2 |    2208 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       27 |      795 |  0 |     1425 |  0 |        - |  2 |    1677 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       28 |     1167 |  0 |     2315 |  0 |        - |  2 |    1840 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       29 |     1472 |  0 |        - |  - |        - |  2 |    2053 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       30 |     2417 |  0 |        - |  - |        - |  2 |     539 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       31 |     2712 |  0 |        - |  - |     2194 |  0 |       - | - |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |      SUM |    57488 |  0 |    56641 |  0 |    56266 |  1 |   56643 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |     MEAN |     1854 |  0 |     2023 |  0 |     1815 |  1 |    1888 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
