   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: RSA

   Station: NELSPRUIT

   Coordinates:

   Latitude =25DEG26'S

   Longitude =30DEG59'E

   Elevation = 671

   WMO Identifier: 68288

   Year 1975

   +------------------------------------------------------------------------+
   | DATE|   JAN|F|   FEB|F|   MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    1|  1616|0|  2839|0|  2294|0| 2001|0| 1557|0| 1482|0| 1386|0| 1742|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    2|  2257|0|  2705|0|  2374|0| 1344|0| 1499|0| 1482|0| 1465|0| 1742|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    3|   795|0|  2839|0|     -|2|  515|0| 1553|0| 1436|0| 1340|0| 1813|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    4|  3169|0|  2424|0|  1855|0|  624|0| 1779|0| 1503|0| 1310|0| 1838|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    5|  3111|0|  2968|0|     -|2| 1302|0| 1733|0|  842|0| 1357|0| 1821|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    6|  2244|0|  1419|0|  2575|0| 2139|0| 1403|0| 1101|0| 1428|0| 1800|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    7|  1390|0|  1867|0|  2374|0| 2219|0| 1687|0| 1524|0| 1444|0| 1817|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    8|  2299|0|  1348|0|     -|2| 2198|0| 1059|0|  615|0| 1453|0| 1859|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    9|  2830|0|  1742|0|  2361|0| 1859|0| 1327|0| 1470|0| 1629|0| 1863|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   10|  2914|0|  1700|0|  2629|0| 1403|0| 1825|0| 1532|0| 1583|0| 1733|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   11|  2981|0|  1888|0|  2546|0| 1712|0| 1796|0| 1499|0| 1574|0|    -|2|
