   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: LICHINGA

   Coordinates:

   Latitude =13DEG18'S

   Longitude =35DEG17'E

   Elevation = 1364

   WMO Identifier: 67217

   Year 1998

   +------------------------------------------------------------------------+
   |   DATE|     JUL|F|     AUG|F|     SEP|F|     OCT|F|     NOV|F|    DEC|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    1373|0|    1256|0|    1591|0|       -|2|    2206|0|   2508|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    1679|0|    1193|0|    1549|0|    2726|0|    2357|0|   2114|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|    1842|0|    1386|0|    2026|0|    2642|0|    2186|0|   2629|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|    1440|0|    1449|0|    2026|0|    2747|0|    2910|0|   1470|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|    1587|0|    1470|0|    2236|0|    2663|0|    2864|0|   1532|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    1591|0|    1097|0|    1587|0|    2713|0|    3014|0|   1871|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|    1980|0|    1871|0|    1696|0|    2793|0|    2864|0|   2537|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    1528|0|    1403|0|    1260|0|    2487|0|    2709|0|   2466|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    1708|0|    1666|0|    1256|0|    2441|0|    2793|0|   1210|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    1324|0|    1357|0|    1583|0|    1955|0|    2018|0|    913|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|    1269|0|    1277|0|    1658|0|    2399|0|    1784|0|   1851|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     12|    1202|0|    1478|0|    1850|0|    2474|0|    2010|0|   2223|0|
