   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: CHOKWE

   Coordinates:

   Latitude =24DEG31'S

   Longitude =33DEG00'E

   Elevation = 33

   WMO Identifier: No WMO index

   Year 1994

+---------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F| MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|SEP|F|  OCT|F|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|   1| 2680|0| 2742|0|2085|0| 2219|0| 1934|0| 1511|0|  569|0| 2043|0|  -|-| 1951|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|   2| 2219|0| 2801|0|2340|0| 2244|0| 2114|0| 1118|0|  984|0| 1888|0|  -|-| 2554|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|   3| 2278|0| 2717|0|2374|0| 2290|0| 2060|0| 1717|0| 1553|0| 1750|0|  -|-| 2587|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|   4|  628|0| 2818|0|   -|2| 2453|0| 1938|0| 1671|0| 1578|0|  967|0|  -|-| 1675|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|   5| 3165|0| 2550|0|   -|2| 2303|0| 1696|0| 1645|0| 1700|0| 1306|0|  -|-| 1884|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|   6| 3274|0| 2592|0|   -|2| 2089|0| 1738|0| 1340|0| 1403|0| 1675|0|  -|-| 2382|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|   7| 3232|0|  825|0|   -|2| 2144|0| 1922|0| 1051|0| 1495|0| 1830|0|  -|-| 2767|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|   8| 3040|0| 1482|0|2684|0| 2533|0| 1758|0| 1629|0| 1570|0| 1457|0|  -|-| 2793|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|   9| 2529|0| 2215|0|   -|2| 2713|0| 1892|0| 1553|0| 1633|0| 1424|0|  -|-| 2562|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  10| 3224|0| 2047|0|   -|2| 2077|0| 1758|0| 1038|0| 1562|0| 1449|0|  -|-| 2579|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  11| 2948|0| 2495|0|   -|2| 2378|0| 1892|0| 1038|0| 1578|0| 1457|0|  -|-| 1038|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  12| 3031|0| 2520|0|   -|2| 2273|0| 1658|0| 1637|0| 1486|0| 1700|0|  -|-| 1323|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  13| 2688|0| 2345|0|   -|2| 2093|0| 1386|0| 1532|0| 1679|0| 1675|0|  -|-| 1700|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  14|  812|0| 2453|0|   -|2| 2198|0| 1658|0| 1181|0| 1700|0|  971|0|  -|-| 1223|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  15| 2688|0| 2629|0|   -|2| 2160|0| 1796|0| 1411|0| 1553|0| 1901|0|  -|-|  720|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  16| 3023|0| 2554|0|   -|2| 2123|0| 1721|0| 1591|0| 1403|0| 1888|0|  -|-|    -|2|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  17| 3115|0| 2529|0|   -|2| 2198|0| 1696|0| 1189|0| 1553|0| 1691|0|  -|-| 2684|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  18| 2772|0| 2579|0|   -|2| 1566|0| 1377|0| 1574|0| 1541|0| 1708|0|  -|-| 2751|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  19| 3132|0| 2688|0|   -|2| 1972|0| 1784|0| 1645|0| 1633|0| 1708|0|  -|-|    -|2|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  20| 3140|0| 1524|0|   -|2| 1700|0| 1486|0| 1281|0| 1524|0|  833|0|  -|-|    -|2|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  21| 2780|0| 2031|0|   -|2| 2173|0| 1725|0| 1553|0| 1641|0|  615|0|  -|-|    -|2|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  22| 2579|0| 1805|0|   -|2| 1574|0| 1570|0| 1151|0| 1616|0| 1976|0|  -|-|    -|2|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  23|  888|0| 1599|0|2688|0| 2047|0| 1842|0| 1478|0| 1516|0| 1662|0|  -|-|    -|2|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  24| 1499|0| 2261|0|2386|0| 1277|0| 1750|0| 1578|0| 1503|0| 1922|0|  -|-|    -|2|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  25| 1725|0| 2646|0|2378|0| 1842|0| 1779|0| 1549|0| 1424|0| 2093|0|  -|-| 2453|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
|  26| 1867|0| 1624|0|2437|0| 1424|0| 1708|0| 1553|0| 1817|0| 2148|0|  -|-| 2788|0|
|----+-----+-+-----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+---+-+-----+-|
