   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: CHIMOIO

   Coordinates:

   Latitude =19DEG07'S

   Longitude =33DEG28'E

   Elevation = 731

   WMO Identifier: 67295

   Year 1995

   +---------------------------------------------------------------------------+
   |DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F| SEP|F|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   1| 3140|0| 3257|0| 2525|0| 1641|0| 1557|0| 1989|0| 1729|0| 1645|0|1511|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   2| 1047|0| 2730|0| 2885|0| 2751|0| 1943|0| 1440|0|  260|5| 1654|0|2227|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   3| 2680|0| 3232|0| 1650|0| 3006|5| 1959|0| 1784|0| 2043|0| 2114|0|2353|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   4| 2546|0| 3098|0| 2793|0| 2638|0| 2047|0| 1997|0| 1294|0| 2123|0|2123|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   5| 3123|0| 3232|0| 3090|0| 2416|0| 2110|0| 1997|0| 1763|0| 2081|0|1411|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   6| 2562|0| 2956|0| 2265|0| 2407|0| 2144|0| 2139|0|  900|0| 1930|0|2596|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   7| 2948|0| 3090|0| 3040|0| 1909|0| 2152|0| 1721|0| 1691|0| 2064|0|2688|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   8| 3433|5| 3031|0| 2922|0| 1239|0| 1876|0| 2026|0| 2081|0| 2190|0|2604|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   9| 2345|0| 2939|0| 3107|0| 2416|0| 1884|0| 2043|0| 2114|0| 2416|0|2562|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  10| 2395|0| 2160|0| 2650|0| 2382|0| 1298|0| 2081|0| 2068|0| 2345|0|2114|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  11| 2144|0| 3299|0| 2709|0| 1549|0| 2001|0| 2014|0| 1972|0| 1863|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  12| 2345|0| 3232|0| 2700|0| 2889|5| 2026|0| 2060|0| 1951|0|  754|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  13| 2680|0| 3291|0| 3073|0| 2680|0| 1599|0| 1243|0| 1691|0| 1888|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  14| 2512|0| 3257|0| 2818|0| 2554|0| 1352|0| 2035|0|  548|0| 1344|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  15| 2495|0| 3148|0| 2617|0| 2617|0| 1122|0| 2098|0| 2206|0| 2286|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  16| 1415|0| 3123|0| 2257|0| 2684|0| 1281|0| 2052|0| 1997|0| 1704|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  17| 2453|0| 1918|0| 2843|0| 2487|0| 1750|0| 1943|0| 2160|0| 1775|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  18| 2219|0| 2747|0| 3035|0| 2052|0| 1805|0| 2060|0| 2123|0| 1809|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  19| 2654|0| 2814|0| 3069|0| 2252|0| 1859|0| 2018|0| 1541|0| 2366|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  20| 1650|0| 2437|0| 2968|0| 2571|0| 2018|0| 2018|0|  414|0| 1407|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  21| 2663|0| 3098|0| 2968|0| 2215|0| 2106|0| 1403|0| 2068|0| 2399|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  22| 3215|0| 2964|0| 2319|0| 1938|0| 1926|0| 1486|0| 1934|0| 2240|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  23|    -|2| 2026|0| 2600|0| 2319|0| 1989|0| 1629|0| 1779|0| 2110|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  24| 3148|0| 2931|0| 2500|0| 2407|0|  649|0| 1871|0| 1130|0| 1017|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  25| 2814|0| 3040|0| 2629|0| 2215|0|  603|0| 1926|0| 1629|0|  599|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  26| 3132|0| 3115|0| 2730|0| 2319|0| 1754|0| 1541|0| 2098|0| 2165|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  27| 1373|0| 3090|0| 2575|0| 2265|0| 1972|0| 1666|0| 2160|0| 2416|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  28| 2989|0| 2663|0| 2152|0| 2089|0| 1901|0| 1989|0| 1930|0| 1922|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  29| 2696|0|    -|-| 1784|0| 1470|0| 1557|0| 2018|0| 2098|0| 1955|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  30| 3400|5|    -|-| 2068|0| 1591|0| 1964|0| 1989|0| 1323|0| 2449|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  31| 2881|0|    -|-| 2525|0|    -|-| 2060|0|    -|-| 1821|0| 2441|0|   -|-|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   | SUM|79667|0|81918|0|81866|0|67968|0|54264|0|56276|0|52516|0|59471|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |MEAN| 2570|0| 2926|0| 2641|0| 2266|0| 1750|0| 1876|0| 1694|0| 1918|0|   -|2|
   +---------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
