   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAMBIA

   Station: LIVINGSTONE

   Coordinates:

   Latitude =17DEG49'S

   Longitude =25DEG49'E

   Elevation = 986

   WMO Identifier: 67743

   Year 1991

   +------------------------------------------------------------------------+
   | DATE|   JAN|F|   FEB|F|  MAR|F|   APR|F|   MAY|F|  JUN|F|  JUL|F| AUG|F|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    1|  2789|0|  2692|0|    -|2|  2418|0|  2173|0| 1961|0| 1844|0|2016|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    2|  2826|0|  2785|0|    -|2|  2290|0|  1938|0| 1906|0| 1845|0|1992|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    3|  1871|0|  1861|0|    -|2|  2307|0|  1881|0| 1942|0| 1871|0|1913|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    4|  1612|0|     -|2|    -|2|  2220|0|  1952|0| 1496|0| 1733|0|2073|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    5|  1954|0|     -|2|    -|2|  2342|0|  2071|0| 1515|0| 1798|0|1900|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    6|  2014|0|  2601|0|    -|2|  2414|0|  2148|0| 1532|0| 1343|0|1984|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    7|  1972|0|  2058|0|    -|2|  2398|0|  2150|0| 1614|0| 1718|0|2047|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    8|  2173|0|  1030|0|    -|2|  2367|0|  1868|0| 1700|0| 1817|0|2003|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    9|  1047|0|  1530|0|    -|2|  2472|0|  1911|0| 1679|0| 1835|0|2044|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   10|     -|2|  1127|0|    -|2|  2496|0|  2006|0| 1909|0| 1936|0|1961|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   11|  1288|0|  1800|0|    -|2|  2416|0|  1862|0| 1784|0| 1834|0|2092|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   12|  2216|0|  2063|0|    -|2|  2221|0|  2009|0| 1885|0| 1773|0|1951|0|
