   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: INHAMBANE

   Coordinates:

   Latitude =23DEG52'S

   Longitude =35DEG23'E

   Elevation = 14

   WMO Identifier: 67323

   Year 1988

   +------------------------------------------------------------------------+
   | DATE|   JAN|F|   FEB|F|  MAR|F|   APR|F|   MAY|F|  JUN|F|  JUL|F| AUG|F|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    1|  2776|0|  2742|0|    -|2|  1926|0|  1901|0| 1583|0|  812|0|1566|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    2|  2738|0|  2625|0|    -|2|  2353|0|  1964|0| 1566|0| 1105|0|1658|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    3|  2843|0|  2395|0|    -|2|  2173|0|  1784|0| 1587|0| 1344|0|1654|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    4|  2990|0|  2822|0|    -|2|  2194|0|  1331|0| 1717|0| 1365|0|1390|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    5|  3036|0|  2747|0|    -|2|  1922|0|  1181|0| 1532|0| 1348|0|1683|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    6|  2889|0|  2110|0|    -|2|  1922|0|  1712|0| 1599|0| 1218|0|1746|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    7|  2424|0|  1637|0|    -|2|  2198|0|   921|0| 1549|0| 1474|0|1800|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    8|  1650|0|  1147|0|    -|2|  2102|0|  1398|0| 1252|0| 1277|0|1616|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |    9|  2780|0|   963|0|    -|2|   900|0|  1683|0| 1285|0| 1235|0|1461|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   10|  1524|0|  2190|0|    -|2|  1055|0|  1629|0| 1428|0| 1411|0|1013|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   11|  2512|0|  2567|0| 1591|0|  1863|0|  1072|0| 1344|0| 1151|0|1076|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   12|  2684|0|  2780|0| 1097|0|  1918|0|  1482|0| 1474|0|  930|0|1541|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   13|  2830|0|  2077|0| 1859|0|  1809|0|  1679|0| 1499|0| 1583|0|1570|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   14|  2793|0|  3069|0| 1470|0|  1470|0|  1072|0| 1457|0|  867|0|1779|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   15|  2927|0|  2893|0| 2244|0|  2064|0|   766|0| 1474|0| 1625|0|1960|0|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   16|  2927|0|  2805|0| 1629|0|  1989|0|  1767|0|  984|0| 1629|0|   -|2|
   |-----+------+-+------+-+-----+-+------+-+------+-+-----+-+-----+-+----+-|
   |   17|  2190|0|  2081|0| 1026|0|  2031|0|  1704|0| 1457|0| 1616|0|   -|2|
