   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: VOI

   Coordinates:

   Latitude =3DEG24'S

   Longitude =38DEG34'E

   Elevation = 560

   WMO Identifier: 63793

   Year 1973

   +------------------------------------------------------------------------+
   |   DATE|     JUL|F|     AUG|F|     SEP|F|     OCT|F|     NOV|F|    DEC|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    1763|0|    1010|0|    2058|0|    1164|0|    2144|0|   2358|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    2250|0|    1425|0|     843|0|    1643|0|    2144|0|   2503|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|    2225|0|    1284|0|    1104|0|    2203|0|    2597|0|   2391|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|    2097|0|    1438|0|    1270|0|    2524|0|    2118|0|   2538|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|    2144|0|    1416|0|     818|0|    2717|0|    2238|0|   1823|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    1331|0|    1151|0|    1301|0|    2512|0|    1724|0|   1990|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|    1677|0|    1583|0|    1416|0|    2131|0|    1416|0|   1202|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    2225|0|    2105|0|    2203|0|    1878|0|    1416|0|   2203|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    1930|0|    1258|0|    1356|0|    1318|0|    2097|0|   2465|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    2037|0|    1309|0|    1665|0|    1845|0|    1990|0|   2691|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|    1892|0|    1519|0|    1677|0|    1237|0|    1771|0|   2477|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     12|    1665|0|     963|0|    1818|0|    1270|0|    1082|0|   2311|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     13|    1677|0|    1309|0|    1403|0|    1630|0|    1810|0|   2178|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     14|    1930|0|    1450|0|    2084|0|    2332|0|    2405|0|   2156|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     15|    1892|0|    1297|0|    2217|0|    2444|0|    2319|0|   2238|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     16|    2049|0|    1164|0|    2170|0|    2323|0|    2170|0|   2477|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     17|    1939|0|    1164|0|    2323|0|    1497|0|    1857|0|   2370|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
