   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAIRE

   Station: BUKAVU

   Coordinates:

   Latitude =2DEG31'S

   Longitude =28DEG51'E

   Elevation = 1635

   WMO Identifier: 64180

   Year 1967

   +------------------------------------------------------------------------+
   |   DATE|     JAN|F|     FEB|F|     MAR|F|     APR|F|     MAY|F|    JUN|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    2098|1|    2239|0|    2085|0|    1641|0|    2189|0|   1800|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    1717|0|    1787|0|    2059|0|    2114|0|    1624|0|   1808|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|    1336|0|    1917|0|    1197|0|    1854|0|    2352|0|   1281|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|    1746|0|     900|0|    1222|0|    1909|0|    1691|0|   1745|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|    1520|0|    1335|0|    1854|0|    2059|0|    1189|0|   2085|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    1800|0|    1549|0|    2239|0|    2030|0|    1406|0|   2164|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|    1964|0|    1674|0|    1724|0|    2181|0|    1511|0|   1963|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    2227|0|    1457|0|    1557|0|    1406|0|    1327|0|   1444|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    1784|0|    1754|0|    2152|0|    1863|0|    2105|0|   2076|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    1520|0|    1938|0|    2152|0|    1946|0|    1540|0|   2260|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|    1407|0|    1415|0|    1180|0|    1674|0|    1955|0|   1415|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     12|    1398|0|    2193|0|     736|0|    1925|0|    2227|0|   2059|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     13|    1273|0|    2185|0|    1984|0|    1423|0|     967|0|   1415|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     14|    1658|0|    2059|0|    2160|0|    1431|0|    1406|0|   1963|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
