   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: NAMIBIA

   Station: WINDHOEK

   Coordinates:

   Latitude =22DEG34'S

   Longitude =17DEG06'E

   Elevation = 1728

   WMO Identifier: 68110

   Year 1974

+----------------------------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 2747|0|    -|2| 2901|0| 1918|0| 2077|0| 1386|0| 1784|0|    -|2| 2537|0| 2177|0| 2273|0| 3458|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 3157|0| 1486|0| 2801|0| 2165|0| 2085|0| 1340|0| 1800|0| 2139|0| 1700|0| 2139|0| 1675|0| 3354|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 3211|0| 1403|0| 2939|0| 1989|0| 1733|0| 1796|0| 1817|0| 1947|0| 1486|0| 2114|0| 1863|0| 3098|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 2169|0| 1641|0| 2391|0| 1763|0| 1779|0| 1666|0| 1792|0| 1905|0| 2181|0| 2374|0| 2717|0| 3345|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 3086|0| 2776|0| 2818|0| 1968|0| 2114|0| 1738|0| 1800|0| 1985|0| 2412|0|    -|2|  423|0| 3316|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 2922|0| 2081|0| 2433|0| 1779|0| 2081|0| 1733|0| 1800|0| 2190|0| 2495|0| 2667|0| 2303|0| 2382|0|
