   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: RSA

   Station: CAPE TOWN

   Coordinates:

   Latitude =33DEG58'S

   Longitude =18DEG36'E

   Elevation = 44

   WMO Identifier: 68816

   Year 1967

+----------------------------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 3307|0| 3156|0| 1515|0| 1348|0| 1578|0|  933|0| 1050|0| 1431|0| 1666|0| 1197|0| 3027|0| 1369|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 3366|0| 2612|0| 2654|0| 2147|0|    -|2| 1222|0|  435|0|  824|0|  833|0| 2315|0| 2972|0| 3278|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 3328|0| 2570|0| 2692|0| 2110|0|    -|2| 1251|0| 1235|0| 1457|0|  439|0| 2390|0| 2951|0| 2972|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 3332|0| 3119|0| 2641|0| 2122|0|    -|2|  548|0| 1235|0|  548|0| 1126|0| 1641|0| 2382|0| 2445|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 3253|0| 3035|0| 2277|0| 1800|0|    -|2|  502|0| 1218|0|  669|0| 1913|0| 1373|0| 2838|0| 2943|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 3144|0| 2976|0| 2415|0| 1951|0|  699|0|  435|0| 1172|0| 1105|0| 2089|0| 1712|0| 1398|0| 3378|0|
