   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZIMBABWE

   Station: HARARE / BELVEDERE

   Coordinates:

   Latitude =17DEG50'S

   Longitude =31DEG01'E

   Elevation = 1472

   WMO Identifier: 67774

   Year 1989

   +------------------------------------------------------------------------+
   |  DATE|    JAN|F|    FEB|F|    MAR|F|    APR|F|    MAY|F| JUN|F|   JUL|F|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |     1|   1883|0|   1909|0|   1253|0|    961|0|   1075|0|   -|-|     -|2|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |     2|   1597|0|   1747|0|   1588|0|   2010|0|   1901|0|   -|-|     -|2|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |     3|   2330|0|   1018|0|   2234|0|   2178|0|   1362|0|   -|-|     -|2|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |     4|   1852|0|   1164|0|   2019|0|   2482|0|   1933|0|   -|-|  1077|0|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |     5|   1486|0|   1055|0|   1480|0|   2470|0|   2101|0|   -|-|  1621|0|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |     6|   2043|0|    872|0|   1698|0|   2163|0|   2155|0|   -|-|  1799|0|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |     7|   2621|0|   1493|0|   1547|0|   1956|0|   2054|0|   -|-|  1386|0|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |     8|   2728|0|   1201|0|   1799|0|   1875|0|   2105|0|   -|-|  1340|0|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |     9|   1510|0|   1799|0|   2283|0|   2057|0|   1364|0|   -|-|  1298|0|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |    10|   1668|0|   2074|0|   1478|0|   1721|0|   1579|0|   -|-|  1563|0|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
   |    11|   1477|0|   1801|0|   2071|0|   1923|0|   1999|0|   -|-|  1766|0|
   |------+-------+-+-------+-+-------+-+-------+-+-------+-+----+-+------+-|
