   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: MANIQUENIQUE

   Coordinates:

   Latitude =24DEG46'S

   Longitude =33DEG32'E

   Elevation = 13

   WMO Identifier: No WMO index

   Year 1993

   +---------------------------------------------------------------------------+
   |DATE| APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   1|   -|2|  833|0| 1256|0|  662|0| 1604|0| 1821|0|  389|0| 1545|0| 2931|0|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   2|   -|2| 1700|0| 1465|0| 1126|0| 1578|0| 2035|0| 1365|0| 2018|0| 2839|0|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   3|   -|2| 1867|0| 1407|0| 1072|0| 1650|0| 2077|0| 1708|0| 2374|0| 2533|0|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   4|   -|2| 1796|0| 1005|0|  888|0| 1574|0| 2077|0| 1838|0| 2232|0| 1017|0|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   5|   -|2| 1537|0| 1227|0| 1398|0| 1470|0| 2152|0| 1951|0| 1633|0|  871|0|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   6|   -|2| 1691|0| 1503|0| 1151|0| 1411|0| 1101|0| 1562|0| 1624|0| 1805|0|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   7|   -|2| 1679|0| 1503|0| 1063|0| 1637|0| 1771|0| 1084|0| 2211|0| 2474|0|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   8|   -|2| 1453|0| 1398|0| 1532|0|  791|0| 2119|0| 1319|0| 2474|0| 2370|0|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   9|   -|2| 1671|0| 1319|0| 1482|0|  687|0| 2148|0| 2219|0| 2587|0| 2479|0|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |  10|   -|2| 1210|0| 1428|0| 1537|0| 1637|0| 2181|0| 2294|0| 2751|0|  276|0|
   |----+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
