   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: TETE

   Coordinates:

   Latitude =16DEG11'S

   Longitude =33DEG35'E

   Elevation = 154

   WMO Identifier: 67261

   Year 1990

   +------------------------------------------------------------------------+
   | DATE|   JAN|F|   FEB|F|  MAR|F|   APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|
   |-----+------+-+------+-+-----+-+------+-+-----+-+-----+-+-----+-+-----+-|
   |    1|  1792|0|  2516|0|    -|2|  2395|0| 1842|0| 1943|0| 1143|0| 1779|0|
   |-----+------+-+------+-+-----+-+------+-+-----+-+-----+-+-----+-+-----+-|
   |    2|  2152|0|  1742|0|    -|2|  2487|0| 1285|0| 1884|0| 1306|0| 1570|0|
   |-----+------+-+------+-+-----+-+------+-+-----+-+-----+-+-----+-+-----+-|
   |    3|  2671|0|  2366|0|    -|2|  1650|0| 1934|0| 1842|0| 1248|0| 1779|0|
   |-----+------+-+------+-+-----+-+------+-+-----+-+-----+-+-----+-+-----+-|
   |    4|  2659|0|  2273|0|    -|2|  2181|0| 1457|0| 1821|0| 1851|0| 1336|0|
   |-----+------+-+------+-+-----+-+------+-+-----+-+-----+-+-----+-+-----+-|
   |    5|  2667|0|  1838|0|    -|2|  1549|0| 1872|0| 1758|0| 1792|0| 1658|0|
   |-----+------+-+------+-+-----+-+------+-+-----+-+-----+-+-----+-+-----+-|
   |    6|  2801|0|  2483|0|    -|2|  2047|0| 1666|0| 1294|0| 1800|0| 1738|0|
   |-----+------+-+------+-+-----+-+------+-+-----+-+-----+-+-----+-+-----+-|
   |    7|  2906|0|  2504|0|    -|2|  2206|0| 2026|0| 1696|0| 1788|0| 1809|0|
   |-----+------+-+------+-+-----+-+------+-+-----+-+-----+-+-----+-+-----+-|
   |    8|   532|0|  2035|0|    -|2|  2144|0| 2056|0| 1825|0| 1742|0| 1913|0|
   |-----+------+-+------+-+-----+-+------+-+-----+-+-----+-+-----+-+-----+-|
   |    9|  2085|0|  2412|0|    -|2|  2294|0| 2052|0| 1537|0| 1817|0| 1846|0|
   |-----+------+-+------+-+-----+-+------+-+-----+-+-----+-+-----+-+-----+-|
   |   10|  2839|0|   716|0|    -|2|  2458|0| 2093|0| 1758|0| 1842|0| 1444|0|
