   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: RSA

   Station: MIDDELBURGH

   Coordinates:

   Latitude =31DEG29'S

   Longitude =25DEG02'E

   Elevation = 1271

   WMO Identifier: 68638

   Year 1975

   +------------------------------------------------------------------------+
   | DATE|   JAN|F|   FEB|F|   MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    1|  3266|0|  2562|0|  2437|0| 1202|0| 1729|0|  825|0| 1235|0| 1352|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    2|  3165|0|  3140|0|  2659|0|  871|0| 1574|0| 1403|0| 1260|0| 1704|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    3|  3362|0|  3102|0|   469|0| 2219|0| 1419|0| 1390|0|  762|0| 1696|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    4|  3358|0|  2663|0|  1591|0| 2206|0| 1411|0| 1407|0|  674|0| 1675|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    5|  3094|0|  1817|0|  2252|0| 2064|0| 1696|0| 1369|0|  502|0| 1624|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    6|  3312|0|  2273|0|  2236|0| 2072|0|  854|0| 1373|0| 1365|0| 1662|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    7|  3019|0|  2763|0|  2596|0| 2052|0| 1474|0|  511|0| 1051|0| 1721|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    8|  3245|0|  3128|0|  2236|0| 2089|0| 1562|0|  666|0| 1365|0| 1763|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    9|  3157|0|  2717|0|  1876|0| 1491|0| 1114|0| 1315|0| 1357|0| 1767|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   10|  3228|0|  2621|0|  1260|0| 1846|0| 1557|0| 1361|0| 1361|0| 1683|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   11|  3303|0|  1453|0|  1285|0| 2106|0| 1507|0| 1377|0| 1394|0| 1637|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   12|  3199|0|  2127|0|  2579|0| 2089|0| 1608|0| 1365|0|  682|0| 1583|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
