   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZIMBABWE

   Station: BULAWAYO / GOETZ OBS.

   Coordinates:

   Latitude =20DEG09'S

   Longitude =28DEG37'E

   Elevation = 1344

   WMO Identifier: 67964

   Year 1967

   +------------------------------------------------------------------------+
   | DATE|   MAY|F|   JUN|F|   JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    1|  1951|0|  1836|0|  1566|0| 2178|0| 2143|0| 2652|0|  907|0| 2810|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    2|  1137|0|  2054|0|  1228|0| 2062|0| 1746|0| 2456|0| 1985|0| 1172|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    3|  1531|0|  1998|0|   963|0| 2194|0| 1527|0| 2503|0| 2755|0|  860|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    4|  2229|0|  2007|0|  1904|0| 1985|0| 2297|0| 2032|0| 3200|0| 1844|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    5|  2126|0|  1476|0|  1360|0| 2284|0| 2524|0| 1878|0| 3055|0| 2323|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    6|  2156|0|  2019|0|  1566|0| 2229|0| 1437|0| 2293|0| 3135|0| 2593|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    7|  2288|0|  2045|0|  1172|0| 2255|0| 1989|0| 1069|0| 2773|0| 3350|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    8|  2156|0|  1968|0|  1912|0| 1274|0| 2640|0| 2746|0| 2216|0| 3315|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    9|  1814|0|  1921|0|   949|0| 2220|0| 2763|0| 2853|0| 2746|0| 3325|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   10|  1566|0|  1925|0|  1831|0| 2302|0| 2738|0| 2789|0| 2425|0| 2691|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   11|  1908|0|  1930|0|  1442|0| 2293|0| 2742|0| 2255|0| 2250|0| 2374|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   12|  2122|0|  1806|0|  2007|0| 2229|0| 2785|0| 2126|0| 2922|0| 1728|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   13|  1634|0|  1900|0|  1896|0| 1946|0| 2820|0| 2297|0| 2832|0| 3041|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   14|  2104|0|   959|0|  1908|0| 1587|0| 2229|0| 2589|0| 2918|0| 3346|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   15|  1822|0|   822|0|   937|0| 2006|0| 2143|0| 2952|0| 3020|0| 3419|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   16|  1852|0|  1900|0|  1986|0| 1762|0| 2575|0| 2900|0| 3256|0| 3290|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   17|  1707|0|  1968|0|  2037|0| 2126|0| 2785|0| 3123|0| 3162|0| 3114|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   18|  1689|0|  1960|0|  2084|0| 2220|0| 2725|0| 3055|0| 2541|0| 3025|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   19|  1883|0|  1900|0|  2109|0| 1630|0| 2669|0| 2939|0|  615|0| 3192|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   20|  2096|0|  1575|0|  2080|0| 1699|0| 2704|0| 2738|0|  808|0| 3354|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   21|  2075|0|  1108|0|  2088|0| 2409|0| 2828|0| 2810|0| 2366|0| 2053|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   22|  2096|0|  1759|0|  1964|0| 2515|0| 2777|0| 2147|0| 3290|0| 2096|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   23|  2010|0|  1878|0|  2105|0| 2481|0| 2674|0| 2468|0| 2986|0| 1026|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   24|  2028|0|  1968|0|  2076|0| 2520|0| 2918|0| 2331|0| 2293|0| 1378|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   25|  1797|0|  1082|0|  2152|0| 1352|0| 2858|0| 1163|0| 2233|0| 2734|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   26|  1746|0|   834|0|  2076|0| 1527|0| 2849|0| 1998|0| 1484|0| 1955|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   27|  1583|0|  1207|0|  2182|0| 1771|0| 2661|0|  582|0| 1840|0| 2875|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   28|  1891|0|   984|0|  2191|0| 2421|0| 2721|0| 1536|0| 1480|0| 3423|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   29|  1519|0|  1391|0|  2148|0| 2349|0| 2708|0| 1078|0| 2109|0| 3380|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   30|  1857|0|  1591|0|  2109|0| 1771|0| 2789|0|  667|0| 1908|0| 3325|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   31|  1848|0|     -|-|  2148|0| 1955|0|    -|-|  611|0|    -|-| 3041|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |  SUM| 58221|0| 49771|0| 56176|0|63552|0|75764|0|67636|0|71510|0|81452|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   | MEAN|  1878|0|  1659|0|  1812|0| 2050|0| 2525|0| 2182|0| 2384|0| 2627|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
